moisture,temp,humidity,rainfall,time_of_day,pump
15.1,27.0,54.0,1,10,0
16.7,32.4,58.0,0,9,1
21.5,35.0,55.1,0,0,1
35.3,31.1,54.6,0,10,0
25.1,34.2,49.8,0,23,0
15.1,28.2,39.3,1,2,0
35.0,25.3,43.8,0,22,0
30.8,34.2,62.2,0,15,0
29.3,39.0,51.9,0,0,0
30.7,28.0,48.4,0,6,0
44.2,36.9,40.9,0,10,0
42.5,32.2,37.8,1,16,0
19.5,26.7,48.0,0,18,1
38.0,27.5,63.9,0,13,0
28.1,32.1,49.4,1,22,0
29.0,30.4,59.0,0,15,0
11.5,26.7,49.0,0,16,1
23.6,25.2,61.4,0,13,0
18.5,28.6,51.5,0,8,1
31.6,32.8,42.7,0,20,0
33.6,32.0,52.3,0,12,0
8.4,30.0,73.3,0,1,1
24.8,32.8,72.9,1,19,0
34.0,36.2,59.9,0,7,0
23.5,33.6,53.6,1,3,0
30.8,31.5,58.0,0,4,0
27.8,35.7,58.2,0,14,0
27.7,28.2,54.6,0,1,0
22.8,31.1,59.4,0,20,0
15.3,31.2,57.1,0,22,1
16.0,27.1,51.8,0,8,1
30.7,30.3,43.0,1,7,0
25.2,23.7,50.4,0,10,0
23.9,39.6,63.0,0,21,0
21.6,28.3,54.7,0,12,1
22.6,38.3,58.0,1,6,0
33.4,32.2,52.2,0,18,0
22.3,34.3,44.4,0,14,0
14.3,30.0,52.6,1,11,0
30.9,32.8,44.8,1,12,0
23.4,34.6,44.1,0,0,0
25.3,34.7,67.1,0,20,0
37.9,35.1,50.8,0,7,0
24.8,30.5,47.6,1,14,0
27.3,30.1,71.2,0,21,0
15.6,25.6,63.1,0,13,1
23.2,34.1,51.3,0,7,0
29.9,36.3,59.3,0,23,0
12.6,38.5,52.6,0,2,1
26.6,33.2,48.1,0,11,0
25.8,28.9,59.7,0,14,0
25.3,25.2,51.8,1,21,0
33.3,36.2,55.8,1,15,0
27.7,24.8,65.2,1,6,0
36.8,30.6,64.1,1,17,0
17.1,31.1,49.5,0,12,1
26.1,31.7,59.9,0,22,0
25.7,32.1,43.7,0,5,0
16.4,32.6,59.5,0,1,1
32.7,22.3,56.5,0,1,0
43.6,32.1,58.8,0,21,0
24.9,23.1,52.0,1,18,0
29.0,34.9,75.8,0,5,0
25.7,29.8,46.0,0,9,0
19.3,23.4,64.7,0,16,1
10.4,28.7,44.7,1,18,0
19.4,29.7,60.0,1,15,0
13.9,36.8,60.8,0,17,1
38.6,32.8,55.5,0,18,0
24.1,33.4,50.0,0,1,0
22.2,36.7,56.4,1,2,0
32.1,31.6,57.7,0,14,0
16.0,35.0,72.9,0,14,1
18.9,34.7,46.3,0,11,1
25.5,26.9,49.4,0,19,0
33.2,37.9,57.8,0,12,0
29.0,26.3,52.4,1,22,0
27.0,35.7,54.0,1,1,0
25.6,25.9,65.7,1,17,0
28.2,34.4,26.8,0,14,0
26.6,39.4,49.0,0,17,0
16.8,31.1,37.6,1,12,0
25.4,31.0,43.0,0,5,0
16.4,34.4,79.0,1,7,0
25.6,30.7,61.0,0,15,0
21.2,39.3,64.5,1,19,0
45.3,32.8,54.2,1,2,0
24.7,30.7,62.6,0,16,0
13.8,29.8,37.3,0,17,1
23.9,28.3,65.4,0,11,0
29.2,29.5,46.8,0,6,0
38.4,30.6,49.7,0,11,0
20.3,30.0,60.1,0,2,1
12.3,29.4,58.2,0,11,1
31.5,40.4,55.8,0,14,0
14.0,27.9,41.4,1,16,0
21.5,32.6,56.0,0,11,1
22.9,34.4,64.6,1,8,0
24.4,34.5,49.7,0,21,0
30.5,31.8,68.1,1,0,0
19.5,31.0,46.3,0,15,1
22.8,33.8,55.1,0,14,0
24.9,33.1,70.4,0,10,0
26.2,31.0,48.2,1,4,0
25.8,25.8,65.5,0,6,0
28.5,30.1,74.7,0,2,0
31.8,27.4,56.7,1,12,0
28.1,29.3,49.7,0,23,0
28.6,32.1,47.3,0,12,0
12.3,33.4,68.0,0,18,1
25.4,39.1,67.8,0,9,0
28.8,29.9,69.5,0,6,0
30.8,35.1,54.7,0,19,0
19.5,33.2,65.4,0,20,1
19.7,37.2,54.5,0,22,1
20.4,34.3,46.2,0,14,1
29.3,28.0,66.2,1,17,0
33.3,25.1,71.3,1,19,0
21.7,33.2,44.8,0,6,1
32.3,29.9,44.6,1,2,0
26.0,28.1,55.4,1,19,0
24.0,26.9,64.6,0,9,0
23.3,32.6,43.7,1,14,0
31.0,38.0,57.3,0,11,0
27.6,30.4,49.1,1,15,0
43.2,34.4,62.0,0,23,0
18.2,31.6,47.0,0,18,1
29.1,26.8,62.7,0,11,0
20.8,34.9,53.4,0,20,1
18.0,27.6,45.6,0,1,1
24.9,32.1,55.6,0,7,0
26.1,30.6,35.6,0,23,0
48.3,35.6,49.4,0,12,0
23.5,27.8,58.4,0,0,0
16.0,33.6,37.3,0,1,1
27.2,28.6,29.3,0,13,0
8.4,30.0,31.6,0,3,1
24.3,17.5,68.3,1,5,0
25.1,40.4,54.2,1,12,0
31.4,34.2,49.7,0,8,0
32.8,28.9,64.5,1,15,0
21.0,27.5,51.0,1,0,0
23.8,30.0,57.7,0,8,0
18.9,34.9,55.3,0,23,1
16.0,24.4,50.3,0,6,1
27.5,31.4,57.9,0,17,0
14.8,39.1,62.7,1,15,0
21.7,27.5,53.2,0,6,1
17.0,32.3,50.4,1,17,0
29.4,40.8,51.6,0,8,0
39.4,34.5,32.0,0,19,0
14.6,32.5,57.8,0,1,1
10.2,34.0,42.9,0,4,1
24.0,30.4,61.3,0,8,0
25.1,37.2,54.1,1,3,0
26.7,30.4,56.1,1,15,0
21.4,24.2,62.0,0,20,1
23.4,30.4,45.7,0,23,0
27.9,28.1,58.7,0,2,0
33.3,30.9,57.7,1,5,0
9.4,31.0,53.2,0,16,1
22.0,36.8,45.7,0,18,0
26.7,34.8,61.0,0,7,0
17.7,33.1,62.0,0,9,1
38.8,32.0,56.1,0,9,0
19.9,27.8,44.3,1,15,0
24.7,23.3,49.7,1,5,0
29.4,32.5,54.4,1,19,0
20.3,35.2,61.9,0,7,1
10.2,31.6,39.2,0,2,1
21.6,29.9,49.4,1,1,0
33.2,33.9,51.0,0,9,0
22.3,31.7,54.2,0,7,0
18.2,38.7,42.0,0,11,1
32.4,36.9,52.8,0,19,0
22.4,35.8,51.9,0,11,0
20.9,35.0,44.6,1,8,0
26.2,26.8,53.8,1,18,0
31.2,34.7,49.6,0,21,0
44.1,33.5,60.0,0,14,0
31.6,34.4,46.1,0,13,0
34.3,34.0,55.9,0,4,0
21.0,33.8,46.9,1,17,0
16.8,42.8,49.0,0,11,1
25.5,31.7,58.0,0,5,0
25.9,35.7,57.3,0,19,0
16.4,30.1,50.8,1,20,0
23.6,35.2,52.3,0,10,0
28.2,35.8,40.5,0,14,0
27.9,33.5,69.0,0,21,0
29.0,38.7,61.9,0,22,0
27.3,28.5,61.5,0,3,0
20.9,30.1,39.0,1,23,0
20.9,32.8,49.0,0,13,1
15.4,35.5,51.7,0,4,1
39.3,32.7,35.7,0,22,0
25.1,37.1,63.9,0,21,0
23.2,29.4,69.5,1,20,0
17.6,27.4,75.6,0,22,1
48.5,33.2,44.5,0,10,0
16.4,31.7,56.2,1,19,0
21.6,34.2,68.2,0,6,1
28.3,31.9,52.5,0,12,0
29.8,30.6,49.3,1,18,0
32.7,31.7,36.3,1,23,0
39.5,32.1,66.3,0,3,0
29.0,30.8,54.8,0,19,0
16.6,31.2,47.7,0,11,1
22.9,30.4,57.8,1,13,0
27.5,35.4,56.5,1,0,0
41.5,32.8,56.7,0,7,0
13.8,41.0,52.8,0,15,1
34.6,32.6,71.2,1,20,0
26.4,29.8,53.7,0,18,0
31.7,42.7,71.2,0,4,0
24.2,33.7,60.6,0,13,0
18.3,36.0,58.5,0,11,1
31.0,34.4,53.9,1,11,0
30.2,34.5,64.7,1,19,0
32.8,34.1,56.1,0,11,0
24.9,27.6,45.7,1,10,0
20.2,33.5,45.3,0,14,1
12.5,26.7,59.2,1,6,0
31.6,31.3,45.9,0,9,0
28.4,29.1,54.4,1,4,0
17.3,33.4,65.6,0,14,1
20.7,33.3,58.0,0,1,1
21.3,33.9,47.8,1,21,0
13.1,33.1,69.1,0,12,1
18.5,29.6,60.5,1,13,0
15.9,31.0,65.2,0,19,1
21.7,35.7,32.3,0,5,1
19.1,36.3,58.3,1,0,0
12.0,27.4,63.4,0,14,1
41.2,25.9,72.0,0,10,0
35.0,29.1,40.4,0,12,0
18.8,36.2,67.1,0,16,1
27.2,36.9,71.4,0,3,0
28.3,28.3,34.8,0,22,0
34.5,33.2,59.8,0,10,0
18.5,39.3,61.2,0,22,1
33.7,33.7,51.7,1,0,0
20.6,37.7,50.1,0,13,1
14.3,36.0,61.7,0,20,1
30.8,28.4,48.9,0,21,0
35.3,31.2,52.8,0,4,0
45.7,32.1,63.1,0,22,0
15.4,32.4,72.5,0,21,1
30.6,35.7,60.4,1,20,0
21.7,33.6,56.3,1,4,0
31.3,20.3,49.8,0,2,0
13.2,26.7,44.9,0,8,1
14.9,23.3,66.1,0,12,1
18.8,32.7,53.5,0,10,1
25.6,33.0,66.5,1,17,0
19.9,33.1,51.7,0,9,1
30.3,28.2,48.5,0,22,0
33.2,34.7,59.2,0,5,0
29.8,34.9,54.2,0,23,0
38.0,27.0,42.9,0,8,0
28.3,26.1,73.2,0,12,0
15.3,32.0,48.7,1,21,0
35.9,39.2,64.3,0,17,0
20.2,38.8,63.4,1,9,0
32.3,34.3,42.4,0,14,0
37.6,29.1,45.0,0,11,0
28.7,35.5,52.0,0,19,0
13.0,30.2,46.3,0,14,1
17.7,28.9,72.3,0,13,1
35.6,23.4,53.0,1,18,0
23.6,32.4,63.9,0,18,0
25.6,29.5,60.1,1,20,0
31.1,32.4,57.6,0,9,0
30.6,22.8,55.4,0,0,0
27.2,32.7,67.4,0,19,0
23.3,22.3,46.7,0,6,0
22.5,36.4,72.3,0,22,0
31.9,34.1,42.1,0,22,0
29.4,30.9,62.8,0,10,0
22.9,34.3,40.9,0,20,0
33.7,28.1,51.8,0,3,0
24.0,32.3,55.9,0,3,0
18.2,35.2,50.1,1,20,0
18.9,19.6,53.2,1,21,0
17.2,30.2,41.1,0,9,1
22.8,31.9,45.1,1,22,0
34.9,31.2,60.0,0,4,0
18.6,37.8,55.3,0,15,1
26.5,27.5,48.1,0,11,0
19.7,29.5,68.2,0,0,1
22.9,24.3,42.8,0,4,0
12.9,38.0,51.4,0,17,1
23.2,31.0,49.9,0,3,0
23.5,30.2,61.2,0,14,0
29.3,31.8,55.5,0,22,0
26.8,34.5,53.9,1,5,0
15.4,33.4,36.6,0,6,1
33.7,42.6,63.7,1,18,0
26.7,33.8,52.8,1,13,0
26.6,30.1,56.2,0,14,0
24.9,29.8,47.5,0,20,0
20.9,30.4,45.9,0,15,1
26.7,26.0,70.0,0,21,0
28.8,32.2,37.3,0,14,0
11.0,35.1,44.5,0,5,1
20.7,29.5,69.8,0,5,1
23.0,28.8,61.4,0,5,0
27.0,38.1,51.7,0,11,0
34.5,26.3,67.5,0,1,0
18.8,23.7,59.5,0,3,1
21.0,27.4,57.3,0,22,1
20.9,25.8,57.3,0,5,1
18.6,33.5,59.7,0,9,1
22.2,30.6,60.1,0,18,0
31.2,31.1,77.0,0,23,0
16.6,36.6,53.1,0,4,1
28.4,29.2,53.4,0,5,0
11.4,35.1,42.6,1,13,0
20.5,38.0,54.5,0,14,1
22.4,30.2,73.6,0,18,0
38.4,34.9,64.8,1,18,0
22.8,31.0,49.6,1,6,0
7.4,35.7,55.3,1,21,0
9.0,25.7,42.0,0,17,1
25.3,25.4,45.3,0,11,0
29.9,30.4,56.5,0,7,0
28.0,28.4,50.1,0,20,0
26.3,29.9,44.6,1,22,0
34.3,31.1,59.9,0,2,0
20.7,34.9,54.2,0,14,1
32.2,30.4,39.3,0,9,0
11.9,28.7,34.2,1,20,0
17.8,30.6,49.3,0,18,1
10.5,28.9,39.1,1,11,0
22.8,28.3,36.3,0,2,0
24.6,25.5,66.3,1,13,0
25.9,32.3,54.0,0,16,0
25.5,29.7,52.3,1,2,0
17.6,35.9,53.1,0,6,1
23.5,26.2,43.6,1,16,0
13.0,29.8,59.1,0,14,1
35.9,39.3,53.7,0,19,0
22.6,28.2,47.4,0,9,0
21.1,31.1,48.9,0,6,1
37.7,27.1,42.7,0,21,0
15.1,26.6,50.9,0,19,1
16.0,38.2,52.6,0,2,1
16.2,32.7,50.7,0,21,1
24.5,32.5,55.6,0,14,0
28.5,25.2,54.2,0,19,0
30.9,33.4,57.3,0,4,0
45.6,36.6,64.4,0,1,0
7.0,36.6,60.9,0,8,1
29.9,34.7,64.5,0,17,0
20.5,27.5,46.5,0,12,1
20.3,33.3,49.9,0,19,1
20.0,34.7,61.5,0,23,1
17.7,24.8,61.7,1,6,0
38.5,27.5,48.2,0,3,0
31.7,35.6,61.1,1,7,0
25.2,35.5,45.6,0,5,0
35.8,25.8,59.8,0,23,0
12.9,35.2,54.7,0,3,1
14.4,32.4,41.2,0,4,1
7.6,35.1,50.7,0,19,1
19.4,29.5,76.8,1,22,0
26.3,34.6,57.0,0,19,0
25.8,35.4,78.0,0,20,0
26.2,30.6,40.6,0,8,0
13.7,32.1,62.5,1,7,0
31.4,29.4,29.7,1,1,0
26.9,38.6,55.0,0,6,0
30.9,31.5,61.3,1,17,0
9.9,28.3,63.4,0,9,1
27.5,29.1,47.0,0,2,0
15.5,32.5,65.4,0,16,1
21.8,35.0,49.7,0,1,1
29.3,26.7,53.4,0,2,0
25.7,39.4,50.7,1,4,0
18.2,33.2,43.6,1,12,0
25.1,33.9,70.7,1,12,0
12.7,31.6,55.5,0,5,1
34.2,32.1,65.9,0,13,0
23.4,31.4,65.4,0,22,0
33.9,36.1,45.3,1,4,0
20.8,32.0,67.2,1,20,0
20.8,35.1,60.0,0,23,1
18.9,30.3,44.6,0,0,1
32.0,32.8,59.5,0,8,0
19.3,28.8,44.8,0,2,1
30.2,36.9,71.1,0,5,0
21.9,28.7,63.1,0,3,1
9.2,30.7,54.3,0,1,1
20.4,30.7,67.6,1,15,0
15.6,30.6,39.2,1,5,0
25.3,34.9,47.5,0,13,0
15.5,30.7,52.5,0,9,1
32.4,37.6,77.4,0,23,0
24.3,28.7,44.3,1,3,0
23.6,32.7,37.9,0,23,0
30.2,28.9,40.6,0,6,0
32.7,33.7,64.1,1,16,0
24.8,31.9,49.1,1,4,0
18.8,31.4,53.4,1,13,0
10.8,36.8,62.6,1,15,0
19.5,29.4,53.4,0,7,1
20.1,34.3,57.0,1,15,0
25.9,28.9,60.4,0,5,0
22.2,32.5,50.7,0,10,0
30.5,27.2,53.3,0,22,0
20.1,29.3,57.4,0,1,1
24.5,31.7,63.7,0,0,0
34.5,39.3,47.1,1,8,0
27.7,32.4,24.8,0,4,0
24.5,38.6,61.8,1,1,0
20.2,32.9,64.3,0,13,1
19.9,30.5,57.0,0,19,1
18.2,38.2,57.7,0,12,1
20.7,33.7,49.4,0,11,1
31.0,29.4,60.0,0,21,0
23.2,33.9,63.5,1,8,0
14.2,30.8,55.6,0,23,1
39.1,24.0,79.9,1,5,0
27.6,35.7,39.4,0,3,0
13.7,36.4,56.6,0,9,1
21.5,39.4,43.3,1,4,0
25.9,33.7,63.8,0,3,0
38.6,31.0,39.2,0,19,0
16.1,35.3,41.7,0,23,1
32.8,35.4,48.7,1,3,0
36.2,38.6,57.7,0,12,0
20.0,31.8,49.0,0,15,1
22.8,31.3,49.1,0,10,0
16.7,29.1,53.2,1,18,0
23.4,34.1,52.6,0,17,0
24.7,25.8,69.9,0,0,0
30.3,35.1,61.9,0,20,0
33.7,34.4,51.8,0,3,0
19.0,34.3,76.0,0,8,1
9.3,32.6,59.9,0,8,1
24.8,38.1,45.3,0,10,0
27.3,35.5,57.6,0,4,0
27.0,29.6,60.4,0,20,0
22.4,29.6,48.1,1,5,0
26.0,28.5,44.5,0,19,0
37.1,34.2,55.9,0,5,0
28.1,28.0,51.4,0,7,0
22.0,36.3,69.8,0,20,0
21.0,37.3,62.4,0,23,1
23.6,28.5,48.6,1,23,0
38.1,31.3,59.3,0,18,0
23.5,32.1,67.7,1,21,0
24.8,35.5,41.1,1,0,0
21.1,38.4,44.8,0,4,1
33.8,25.3,54.9,0,22,0
40.7,30.7,55.4,0,20,0
28.6,30.9,54.5,1,18,0
25.7,26.4,51.9,0,1,0
25.3,30.1,51.7,0,15,0
5.9,33.7,58.8,1,1,0
31.0,30.9,66.3,0,8,0
26.1,25.8,50.2,0,17,0
28.4,43.5,79.4,0,15,0
19.3,33.1,74.6,0,6,1
21.9,32.4,68.3,0,8,1
21.7,27.6,61.2,0,11,1
33.2,33.0,75.1,0,18,0
22.0,31.3,52.1,1,22,0
41.7,24.4,46.7,0,0,0
28.4,27.7,49.7,0,5,0
14.8,35.2,45.0,0,1,1
24.0,39.8,56.2,1,16,0
19.8,33.5,58.0,1,20,0
7.4,36.4,57.0,0,13,1
37.8,31.4,54.9,0,12,0
30.6,31.7,56.3,1,21,0
29.3,36.4,72.4,0,10,0
26.3,38.7,61.2,0,15,0
13.9,37.2,64.2,0,17,1
21.1,27.7,56.9,1,19,0
31.7,31.7,38.8,1,2,0
16.6,33.1,36.9,0,0,1
5.0,31.0,75.8,0,13,1
23.2,33.6,49.7,1,16,0
23.9,35.3,48.8,0,2,0
26.1,36.0,57.5,0,11,0
30.8,38.7,60.5,0,1,0
30.1,30.7,61.8,0,1,0
27.1,26.5,72.7,1,11,0
34.6,33.4,70.0,0,20,0
12.8,39.5,46.9,0,4,1
29.0,30.1,64.7,0,22,0
30.0,34.7,51.2,1,15,0
15.1,34.8,53.6,1,4,0
13.0,32.8,44.1,0,2,1
19.0,32.0,38.1,1,5,0
19.7,28.3,54.7,0,18,1
31.0,22.9,45.4,1,11,0
20.1,27.6,64.3,0,7,1
18.1,30.4,52.2,0,5,1
20.1,36.4,58.1,0,13,1
33.9,31.6,68.7,0,22,0
25.1,29.9,40.1,1,2,0
23.6,28.4,47.8,1,10,0
24.1,34.6,56.8,0,6,0
35.3,37.4,58.1,0,8,0
19.0,36.3,66.0,1,23,0
35.5,34.4,63.7,0,10,0
26.7,26.1,56.0,0,12,0
23.7,30.6,58.0,1,17,0
45.0,39.8,58.3,0,9,0
16.6,36.5,40.3,0,1,1
22.2,25.8,53.4,0,6,0
15.1,31.8,57.5,0,14,1
32.6,33.5,59.6,0,9,0
38.5,29.0,45.8,0,11,0
38.4,22.8,42.3,0,19,0
34.8,32.4,52.7,0,21,0
23.4,28.8,74.7,0,8,0
22.1,28.9,46.8,0,18,0
11.6,30.6,66.7,1,21,0
41.3,31.5,70.8,0,5,0
28.8,32.0,55.5,1,23,0
21.1,28.5,48.2,0,22,1
35.6,31.1,60.1,0,18,0
17.2,25.0,56.9,1,0,0
28.3,33.2,46.4,0,1,0
23.6,20.6,48.4,0,14,0
30.1,30.8,59.5,0,10,0
24.5,35.7,64.3,0,17,0
13.4,27.8,51.8,1,0,0
25.6,34.9,54.3,0,3,0
33.4,36.6,61.7,1,21,0
24.8,18.8,53.3,0,3,0
31.2,31.4,52.0,0,3,0
16.6,20.5,47.4,1,17,0
24.8,31.5,47.3,1,0,0
20.0,32.0,81.7,1,6,0
31.0,22.1,53.0,0,13,0
25.3,39.7,68.7,0,15,0
30.5,33.1,71.8,0,14,0
33.7,28.6,53.2,0,4,0
30.5,37.9,58.7,0,12,0
27.2,24.8,56.0,0,4,0
17.0,27.1,38.9,1,17,0
25.0,22.8,39.5,0,21,0
20.7,39.2,55.5,0,4,1
22.2,33.3,50.8,1,4,0
22.0,34.6,73.9,0,5,0
17.2,33.2,52.6,0,13,1
9.3,34.3,74.5,0,1,1
19.7,32.3,50.2,0,14,1
26.5,33.1,74.1,0,15,0
14.2,32.4,60.1,0,4,1
25.1,29.6,60.6,0,15,0
40.2,31.8,49.9,0,0,0
33.2,33.1,60.8,0,7,0
38.1,32.4,71.9,0,0,0
28.1,26.1,53.6,1,6,0
34.3,26.6,51.6,0,5,0
19.2,36.3,52.5,0,7,1
19.8,30.8,71.2,1,4,0
5.0,34.3,63.6,0,14,1
34.5,27.6,69.5,0,21,0
37.3,26.1,58.1,1,19,0
20.6,28.6,55.4,0,15,1
23.0,31.1,59.2,1,16,0
19.0,29.3,65.7,1,10,0
28.1,37.2,52.5,0,22,0
34.0,32.7,68.7,0,1,0
11.1,39.4,58.7,0,0,1
28.3,33.6,30.9,0,16,0
22.8,22.3,63.8,1,0,0
25.9,36.2,42.3,0,1,0
28.7,26.0,63.6,0,16,0
23.5,32.9,64.0,0,3,0
24.2,28.9,58.3,0,11,0
23.3,40.6,60.4,0,9,0
32.8,37.8,66.0,0,9,0
28.4,29.0,50.0,1,14,0
26.8,31.5,62.9,0,10,0
14.8,33.0,66.6,0,6,1
22.0,35.5,72.6,0,9,0
32.2,32.1,43.9,0,18,0
25.3,27.9,59.1,0,17,0
30.3,29.1,45.4,0,1,0
39.1,32.0,45.0,0,6,0
33.3,36.9,58.6,0,13,0
25.7,33.7,55.8,0,21,0
20.9,28.9,66.5,1,10,0
5.0,34.6,51.5,0,0,1
23.7,30.5,53.7,0,21,0
22.4,35.6,57.1,0,19,0
28.1,42.1,46.4,1,4,0
23.8,30.6,47.8,0,3,0
22.4,35.2,66.2,0,13,0
10.8,29.0,49.5,1,2,0
17.5,31.6,66.8,1,17,0
28.8,32.1,61.1,1,17,0
38.7,31.2,39.5,0,3,0
24.2,41.9,60.3,0,2,0
27.6,30.8,60.2,0,21,0
32.6,34.3,59.2,0,9,0
18.5,24.3,53.6,1,15,0
27.9,33.7,45.6,0,2,0
19.1,36.6,68.5,0,18,1
31.9,29.9,54.0,0,19,0
26.2,22.0,46.2,0,14,0
27.4,31.8,59.6,0,4,0
18.7,32.1,47.6,0,10,1
30.7,34.9,45.5,0,8,0
41.7,40.0,51.2,0,12,0
16.9,30.5,48.3,0,10,1
22.3,28.6,45.9,0,20,0
26.9,27.3,63.1,1,13,0
31.3,32.8,53.9,0,0,0
20.5,33.9,67.5,0,8,1
5.0,29.8,46.5,0,12,1
35.9,35.1,37.7,1,1,0
31.1,33.9,56.5,0,3,0
11.1,32.2,73.6,1,15,0
20.1,28.4,60.3,0,9,1
37.5,30.1,87.2,0,5,0
36.6,22.3,58.3,0,8,0
32.5,32.9,57.4,0,1,0
23.6,32.1,33.4,0,0,0
25.7,32.8,59.3,0,11,0
24.0,34.0,56.7,0,21,0
34.0,33.5,50.9,0,21,0
18.0,31.6,53.6,0,21,1
18.6,32.2,54.3,1,15,0
33.1,26.4,53.2,0,1,0
24.6,29.7,75.9,0,12,0
36.0,32.2,51.3,0,7,0
19.6,29.1,56.7,0,0,1
24.6,35.4,51.0,0,4,0
17.6,29.4,62.8,0,9,1
25.1,32.9,56.8,0,2,0
13.2,32.5,52.2,0,10,1
21.1,35.0,35.7,0,21,1
13.5,35.6,57.4,1,4,0
30.6,34.8,51.9,0,11,0
30.7,23.6,54.4,1,11,0
11.2,36.8,43.2,1,12,0
35.7,38.1,69.3,1,13,0
45.0,30.1,63.6,0,3,0
25.4,32.9,69.3,0,2,0
19.9,28.4,66.5,0,16,1
47.6,24.2,60.9,1,7,0
14.4,29.0,43.6,0,15,1
25.2,29.8,73.4,0,10,0
26.4,30.6,45.7,1,4,0
35.8,28.2,52.3,1,15,0
27.9,29.1,62.1,0,23,0
21.0,32.0,62.6,0,8,1
17.4,28.9,60.7,0,12,1
22.3,34.2,51.0,0,7,0
16.9,34.7,48.9,1,21,0
25.4,41.5,80.3,1,23,0
20.5,36.5,54.6,0,4,1
13.0,33.0,53.4,0,8,1
35.0,29.5,47.9,0,5,0
21.0,33.2,57.4,0,1,1
14.9,33.3,57.0,0,6,1
23.7,29.9,54.8,0,16,0
25.5,35.1,58.8,1,11,0
11.0,26.4,72.6,1,0,0
27.7,31.0,49.0,0,14,0
16.6,34.2,55.4,0,23,1
38.7,30.8,48.5,0,20,0
29.2,31.2,57.9,0,10,0
21.8,31.4,49.3,0,9,1
19.0,28.7,49.7,0,15,1
24.2,36.7,40.4,0,8,0
29.9,27.9,56.0,0,11,0
24.8,33.3,59.3,1,21,0
23.3,33.7,73.6,1,14,0
25.5,28.2,59.7,0,15,0
20.2,32.3,50.5,0,0,1
22.3,28.4,41.4,0,5,0
8.3,37.6,42.8,0,12,1
32.8,27.4,42.0,0,0,0
27.4,29.4,73.8,0,12,0
18.8,27.1,57.9,0,4,1
40.2,26.6,49.2,0,2,0
25.7,38.4,45.4,0,11,0
16.7,34.2,46.4,0,9,1
31.9,32.6,48.9,0,8,0
28.2,29.4,68.2,0,16,0
28.2,35.6,54.7,0,5,0
21.6,28.7,40.5,0,13,1
28.6,35.2,78.1,0,2,0
22.9,28.5,43.6,1,17,0
29.4,29.4,49.1,1,6,0
9.8,35.0,68.1,0,8,1
21.5,35.5,59.2,0,14,1
38.8,34.4,50.3,0,18,0
18.9,27.8,42.7,1,15,0
20.2,30.2,45.3,1,18,0
21.4,32.6,45.9,0,18,1
15.3,28.6,55.1,0,16,1
7.3,37.5,56.9,1,5,0
23.2,22.4,53.5,0,0,0
26.1,28.9,54.6,0,18,0
24.6,30.0,44.5,0,14,0
23.8,20.6,57.9,0,2,0
25.3,26.4,67.8,0,16,0
33.2,34.5,53.4,0,5,0
23.5,32.1,53.2,0,3,0
20.4,38.3,55.8,0,7,1
22.8,38.2,66.2,0,21,0
29.6,33.7,46.1,1,3,0
36.3,33.3,69.5,1,20,0
20.0,32.3,59.2,0,1,1
25.8,21.4,55.3,1,9,0
27.7,26.4,67.1,1,11,0
17.1,32.4,43.2,1,0,0
25.2,34.5,60.2,1,11,0
13.3,33.2,59.3,1,22,0
10.8,28.4,45.6,0,9,1
27.9,35.7,59.6,0,11,0
21.9,37.9,57.8,0,18,1
26.6,35.8,53.2,0,2,0
24.9,36.0,63.6,1,21,0
17.2,29.8,49.3,0,18,1
24.6,36.3,57.7,1,22,0
15.1,32.6,53.7,1,6,0
36.1,34.0,48.9,0,20,0
14.2,33.5,60.0,0,0,1
23.4,31.5,52.9,0,12,0
16.7,28.6,40.3,0,8,1
29.6,31.7,37.0,1,15,0
22.3,35.9,62.9,1,17,0
20.9,30.2,42.8,0,14,1
31.8,35.6,57.8,0,19,0
25.2,34.9,55.5,0,14,0
29.1,30.8,51.3,0,14,0
17.1,37.6,74.6,1,9,0
13.8,30.6,56.8,0,17,1
25.9,38.0,62.6,0,14,0
22.4,33.7,57.8,0,11,0
30.0,31.9,52.7,0,0,0
24.4,28.4,54.8,0,12,0
26.6,31.6,69.6,0,16,0
12.0,31.2,65.9,0,16,1
40.1,27.0,74.5,0,6,0
23.7,31.1,57.2,0,10,0
30.6,28.8,46.2,0,11,0
18.3,34.3,50.6,1,8,0
27.5,37.2,43.1,0,14,0
14.6,27.1,62.7,0,0,1
28.6,38.8,49.1,0,21,0
22.2,31.5,24.4,1,10,0
25.2,28.1,79.6,0,4,0
30.6,35.0,49.3,0,18,0
15.1,30.2,49.2,0,17,1
19.5,31.7,71.7,1,17,0
28.7,30.4,42.9,0,17,0
41.8,28.7,66.4,1,22,0
23.9,34.9,49.1,0,19,0
29.7,30.9,41.8,0,6,0
24.1,26.3,72.1,0,13,0
40.5,34.2,64.2,0,0,0
11.0,27.2,64.2,0,19,1
25.8,27.4,58.7,0,8,0
12.0,36.8,61.0,0,15,1
5.0,27.2,42.7,0,22,1
27.4,22.7,56.1,0,5,0
26.1,34.5,45.7,0,6,0
22.7,30.8,41.1,0,17,0
24.2,31.1,59.1,0,0,0
49.8,30.7,66.6,0,15,0
22.9,32.9,51.2,0,17,0
29.1,29.0,52.9,0,17,0
19.8,37.9,43.6,0,18,1
27.4,26.1,55.1,0,12,0
